number,id,priority,title,author,first_published,latest_published,published,domain,pillar,category,subcategory,topic,slug,difficulty,status,path,type,reading_mode,summary_depth,learning_stage,prerequisites,primary_source
1270,1270,P0,AI 2041: Ten Visions for Our Future,Kai-Fu Lee; Chen Qiufan,2021,2021,2021,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,02-AI-SOCIETY,Future Of Work,Future Skills,AI-2041,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/02-AI-SOCIETY/AI-2041.md,nonfiction,summary,detailed,Foundation,,
1271,1271,P0,"AI Superpowers: China, Silicon Valley, and the New World Order",Kai-Fu Lee,2018,2018,2018,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,03-EMERGING-TECHNOLOGY,Robotics,Intelligent Machines,AI-Superpowers,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/03-EMERGING-TECHNOLOGY/AI-Superpowers.md,nonfiction,summary,detailed,Foundation,,
1272,1272,P0,Probabilistic Robotics,Sebastian Thrun; Wolfram Burgard; Dieter Fox,2005,2005,2005,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,03-EMERGING-TECHNOLOGY,Robotics,Intelligent Machines,Probabilistic-Robotics,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/03-EMERGING-TECHNOLOGY/Probabilistic-Robotics.md,nonfiction,summary,detailed,Foundation,,
1273,1273,P1,Introduction to Autonomous Mobile Robots,Roland Siegwart; Illah R. Nourbakhsh; Davide Scaramuzza,2004,2011,2004,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,03-EMERGING-TECHNOLOGY,Robotics,Intelligent Machines,Introduction-to-Autonomous-Mobile-Robots,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/03-EMERGING-TECHNOLOGY/Introduction-to-Autonomous-Mobile-Robots.md,nonfiction,summary,detailed,Foundation,,
1274,1274,P1,Robot: Mere Machine to Transcendent Mind,Hans Moravec,1998,2000,1998,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,03-EMERGING-TECHNOLOGY,Robotics,Intelligent Machines,Robot-Moravec,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/03-EMERGING-TECHNOLOGY/Robot-Moravec.md,nonfiction,summary,detailed,Foundation,,
1275,1275,P1,Mind Children: The Future of Robot and Human Intelligence,Hans Moravec,1988,1990,1988,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,03-EMERGING-TECHNOLOGY,Robotics,Intelligent Machines,Mind-Children,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/03-EMERGING-TECHNOLOGY/Mind-Children.md,nonfiction,summary,detailed,Foundation,,
1276,1276,P0,The Fourth Industrial Revolution,Klaus Schwab,2016,2017,2016,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,03-EMERGING-TECHNOLOGY,Robotics,Automation,The-Fourth-Industrial-Revolution,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/03-EMERGING-TECHNOLOGY/The-Fourth-Industrial-Revolution.md,nonfiction,summary,detailed,Foundation,,
1277,1277,P1,Shaping the Future of the Fourth Industrial Revolution,Klaus Schwab; Nicholas Davis,2018,2018,2018,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,03-EMERGING-TECHNOLOGY,Robotics,Automation,Shaping-the-Future-of-the-Fourth-Industrial-Revolution,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/03-EMERGING-TECHNOLOGY/Shaping-the-Future-of-the-Fourth-Industrial-Revolution.md,nonfiction,summary,detailed,Foundation,,
1278,1278,P1,"The Lights in the Tunnel: Automation, Accelerating Technology and the Economy of the Future",Martin Ford,2009,2009,2009,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,03-EMERGING-TECHNOLOGY,Robotics,Automation,The-Lights-in-the-Tunnel,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/03-EMERGING-TECHNOLOGY/The-Lights-in-the-Tunnel.md,nonfiction,summary,detailed,Foundation,,
1279,1279,P0,"Race Against the Machine: How the Digital Revolution is Accelerating Innovation, Driving Productivity, and Irreversibly Transforming Employment and the Economy",Erik Brynjolfsson; Andrew McAfee,2011,2012,2011,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,03-EMERGING-TECHNOLOGY,Robotics,Automation,Race-Against-the-Machine,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/03-EMERGING-TECHNOLOGY/Race-Against-the-Machine.md,nonfiction,summary,detailed,Foundation,,
1280,1280,P1,"Autonomous Driving: Technical, Legal and Social Aspects",Markus Maurer; J. Christian Gerdes; Barbara Lenz; Hermann Winner,2016,2016,2016,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,03-EMERGING-TECHNOLOGY,Robotics,Automation,Autonomous-Driving-Maurer,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/03-EMERGING-TECHNOLOGY/Autonomous-Driving-Maurer.md,nonfiction,summary,detailed,Foundation,,
1281,1281,P0,Quantum Computing Since Democritus,Scott Aaronson,2013,2013,2013,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,03-EMERGING-TECHNOLOGY,Quantum Technology,Quantum Computing Concepts,Quantum-Computing-Since-Democritus,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/03-EMERGING-TECHNOLOGY/Quantum-Computing-Since-Democritus.md,nonfiction,summary,detailed,Foundation,,
1282,1282,P0,Quantum Computation and Quantum Information,Michael A. Nielsen; Isaac L. Chuang,2000,2010,2000,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,03-EMERGING-TECHNOLOGY,Quantum Technology,Quantum Computing Concepts,Quantum-Computation-and-Quantum-Information,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/03-EMERGING-TECHNOLOGY/Quantum-Computation-and-Quantum-Information.md,nonfiction,summary,detailed,Foundation,,
1283,1283,P1,Programming Quantum Computers: Essential Algorithms and Code Samples,Eric R. Johnston; Nic Harrigan; Mercedes Gimeno-Segovia,2019,2019,2019,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,03-EMERGING-TECHNOLOGY,Quantum Technology,Quantum Computing Concepts,Programming-Quantum-Computers,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/03-EMERGING-TECHNOLOGY/Programming-Quantum-Computers.md,nonfiction,summary,detailed,Foundation,,
1284,1284,P1,Quantum Computing: An Applied Approach,Jack D. Hidary,2019,2021,2019,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,03-EMERGING-TECHNOLOGY,Quantum Technology,Quantum Computing Concepts,Quantum-Computing-Hidary,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/03-EMERGING-TECHNOLOGY/Quantum-Computing-Hidary.md,nonfiction,summary,detailed,Foundation,,
1285,1285,P0,Quantum Supremacy: How the Quantum Computer Revolution Will Change Everything,Michio Kaku,2023,2023,2023,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,03-EMERGING-TECHNOLOGY,Quantum Technology,Quantum Computing Concepts,Quantum-Supremacy-Kaku,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/03-EMERGING-TECHNOLOGY/Quantum-Supremacy-Kaku.md,nonfiction,summary,detailed,Foundation,,
1286,1286,P0,"The Code Breaker: Jennifer Doudna, Gene Editing, and the Future of the Human Race",Walter Isaacson,2021,2021,2021,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,03-EMERGING-TECHNOLOGY,Biotechnology,Biotechnology,The-Code-Breaker,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/03-EMERGING-TECHNOLOGY/The-Code-Breaker.md,nonfiction,summary,detailed,Foundation,,
1287,1287,P0,A Crack in Creation: Gene Editing and the Unthinkable Power to Control Evolution,Jennifer A. Doudna; Samuel H. Sternberg,2017,2018,2017,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,03-EMERGING-TECHNOLOGY,Biotechnology,Biotechnology,A-Crack-in-Creation,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/03-EMERGING-TECHNOLOGY/A-Crack-in-Creation.md,nonfiction,summary,detailed,Foundation,,
1288,1288,P0,The Genesis Machine: Our Quest to Rewrite Life in the Age of Synthetic Biology,Amy Webb; Andrew Hessel,2022,2022,2022,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,03-EMERGING-TECHNOLOGY,Biotechnology,Biotechnology,The-Genesis-Machine,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/03-EMERGING-TECHNOLOGY/The-Genesis-Machine.md,nonfiction,summary,detailed,Foundation,,
1289,1289,P0,Regenesis: How Synthetic Biology Will Reinvent Nature and Ourselves,George M. Church; Ed Regis,2012,2014,2012,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,03-EMERGING-TECHNOLOGY,Biotechnology,Biotechnology,Regenesis-Church,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/03-EMERGING-TECHNOLOGY/Regenesis-Church.md,nonfiction,summary,detailed,Foundation,,
1290,1290,P1,Synthetic: How Life Got Made,Sophia Roosth,2017,2017,2017,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,03-EMERGING-TECHNOLOGY,Biotechnology,Biotechnology,Synthetic-Roosth,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/03-EMERGING-TECHNOLOGY/Synthetic-Roosth.md,nonfiction,summary,detailed,Foundation,,
1291,1291,P0,The Gene: An Intimate History,Siddhartha Mukherjee,2016,2017,2016,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,03-EMERGING-TECHNOLOGY,Biotechnology,Genetic Technology,The-Gene-Mukherjee,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/03-EMERGING-TECHNOLOGY/The-Gene-Mukherjee.md,nonfiction,summary,detailed,Foundation,,
1292,1292,P0,The Song of the Cell: An Exploration of Medicine and the New Human,Siddhartha Mukherjee,2022,2022,2022,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,03-EMERGING-TECHNOLOGY,Biotechnology,Genetic Technology,The-Song-of-the-Cell,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/03-EMERGING-TECHNOLOGY/The-Song-of-the-Cell.md,nonfiction,summary,detailed,Foundation,,
1293,1293,P0,Hacking Darwin: Genetic Engineering and the Future of Humanity,Jamie Metzl,2019,2020,2019,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,03-EMERGING-TECHNOLOGY,Biotechnology,Genetic Technology,Hacking-Darwin,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/03-EMERGING-TECHNOLOGY/Hacking-Darwin.md,nonfiction,summary,detailed,Foundation,,
1294,1294,P0,"She Has Her Mother's Laugh: The Powers, Perversions, and Potential of Heredity",Carl Zimmer,2018,2019,2018,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,03-EMERGING-TECHNOLOGY,Biotechnology,Genetic Technology,She-Has-Her-Mothers-Laugh,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/03-EMERGING-TECHNOLOGY/She-Has-Her-Mothers-Laugh.md,nonfiction,summary,detailed,Foundation,,
1295,1295,P1,Asimov's Guide to Science,Isaac Asimov,1972,1984,1972,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,03-EMERGING-TECHNOLOGY,Biotechnology,Genetic Technology,Asimovs-Guide-to-Science,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/03-EMERGING-TECHNOLOGY/Asimovs-Guide-to-Science.md,nonfiction,summary,detailed,Foundation,,
1296,1296,P0,The Singularity Is Near: When Humans Transcend Biology,Ray Kurzweil,2005,2006,2005,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,03-EMERGING-TECHNOLOGY,Future Technology,Technology Forecasting,The-Singularity-Is-Near,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/03-EMERGING-TECHNOLOGY/The-Singularity-Is-Near.md,nonfiction,summary,detailed,Foundation,,
1297,1297,P0,The Singularity Is Nearer: When We Merge with AI,Ray Kurzweil,2024,2024,2024,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,03-EMERGING-TECHNOLOGY,Future Technology,Technology Forecasting,The-Singularity-Is-Nearer,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/03-EMERGING-TECHNOLOGY/The-Singularity-Is-Nearer.md,nonfiction,summary,detailed,Foundation,,
1298,1298,P0,How to Create a Mind: The Secret of Human Thought Revealed,Ray Kurzweil,2012,2013,2012,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,03-EMERGING-TECHNOLOGY,Future Technology,Technology Forecasting,How-to-Create-a-Mind,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/03-EMERGING-TECHNOLOGY/How-to-Create-a-Mind.md,nonfiction,summary,detailed,Foundation,,
1299,1299,P0,Abundance: The Future Is Better Than You Think,Peter H. Diamandis; Steven Kotler,2012,2014,2012,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,03-EMERGING-TECHNOLOGY,Future Technology,Technology Forecasting,Abundance-Diamandis,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/03-EMERGING-TECHNOLOGY/Abundance-Diamandis.md,nonfiction,summary,detailed,Foundation,,
1300,1300,P0,"The Future Is Faster Than You Think: How Converging Technologies Are Transforming Business, Industries, and Our Lives",Peter H. Diamandis; Steven Kotler,2020,2020,2020,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,03-EMERGING-TECHNOLOGY,Future Technology,Technology Forecasting,The-Future-Is-Faster-Than-You-Think,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/03-EMERGING-TECHNOLOGY/The-Future-Is-Faster-Than-You-Think.md,nonfiction,summary,detailed,Foundation,,
1301,1301,P0,Physics of the Future: How Science Will Shape Human Destiny and Our Daily Lives by the Year 2100,Michio Kaku,2011,2012,2011,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,03-EMERGING-TECHNOLOGY,Future Technology,Emerging Technologies,Physics-of-the-Future,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/03-EMERGING-TECHNOLOGY/Physics-of-the-Future.md,nonfiction,summary,detailed,Foundation,,
1302,1302,P0,"The Future of Humanity: Terraforming Mars, Interstellar Travel, Immortality, and Our Destiny Beyond Earth",Michio Kaku,2018,2019,2018,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,03-EMERGING-TECHNOLOGY,Future Technology,Emerging Technologies,The-Future-of-Humanity-Kaku,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/03-EMERGING-TECHNOLOGY/The-Future-of-Humanity-Kaku.md,nonfiction,summary,detailed,Foundation,,
1303,1303,P0,Soonish: Ten Emerging Technologies That'll Improve and/or Ruin Everything,Kelly Weinersmith; Zach Weinersmith,2017,2019,2017,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,03-EMERGING-TECHNOLOGY,Future Technology,Emerging Technologies,Soonish,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/03-EMERGING-TECHNOLOGY/Soonish.md,nonfiction,summary,detailed,Foundation,,
1304,1304,P0,"A City on Mars: Can We Settle Space, Should We Settle Space, and Have We Really Thought This Through?",Kelly Weinersmith; Zach Weinersmith,2023,2023,2023,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,03-EMERGING-TECHNOLOGY,Future Technology,Emerging Technologies,A-City-on-Mars,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/03-EMERGING-TECHNOLOGY/A-City-on-Mars.md,nonfiction,summary,detailed,Foundation,,
1305,1305,P1,The Extreme Future: The Top Trends That Will Reshape the World in the Next 20 Years,James Canton,2006,2007,2006,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,03-EMERGING-TECHNOLOGY,Future Technology,Emerging Technologies,The-Extreme-Future,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/03-EMERGING-TECHNOLOGY/The-Extreme-Future.md,nonfiction,summary,detailed,Foundation,,
1306,1306,P0,The Signals Are Talking: Why Today's Fringe Is Tomorrow's Mainstream,Amy Webb,2016,2016,2016,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,04-FUTURES-LONG-TERM-THINKING,Futures Studies,Forecasting,The-Signals-Are-Talking,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/04-FUTURES-LONG-TERM-THINKING/The-Signals-Are-Talking.md,nonfiction,summary,detailed,Foundation,,
1307,1307,P0,The Big Nine: How the Tech Titans and Their Thinking Machines Could Warp Humanity,Amy Webb,2019,2019,2019,08-Artificial Intelligence & Future Technology,Artificial Intelligence & Future Technology,04-FUTURES-LONG-TERM-THINKING,Futures Studies,Forecasting,The-Big-Nine,Intermediate,planned,md/08-Artificial-Intelligence-and-Future-Technology/04-FUTURES-LONG-TERM-THINKING/The-Big-Nine.md,nonfiction,summary,detailed,Foundation,,
